最速下降法:
第1次迭代：f(x_i)=7.711096854858360e-01, x_1=1.612591019188414e-01,x_2=0.000000000000000e+00
第5668次迭代：f(x_i)=1.543074466830881e-06, x_1=9.987579441165904e-01,x_2=9.975155031151601e-01
第5669次迭代：f(x_i)=1.540502718677975e-06, x_1=9.987608020214269e-01,x_2=9.975161460226818e-01
第5670次迭代：f(x_i)=1.537936595677881e-06, x_1=9.987600140115315e-01,x_2=9.975196385593069e-01
第5671次迭代：f(x_i)=1.535374240561061e-06, x_1=9.987628655383085e-01,x_2=9.975202812027616e-01
第5672次迭代：f(x_i)=1.532815875734542e-06, x_1=9.987620795639232e-01,x_2=9.975237709768261e-01
第5673次迭代：f(x_i)=1.530260985890073e-06, x_1=9.987649284836666e-01,x_2=9.975244114756177e-01
第5674次迭代：f(x_i)=1.527712245200266e-06, x_1=9.987641425204458e-01,x_2=9.975278926569380e-01
第5675次迭代：f(x_i)=1.525166659059825e-06, x_1=9.987669851376043e-01,x_2=9.975285328654728e-01
第5676次迭代：f(x_i)=1.522625651502568e-06, x_1=9.987662020150518e-01,x_2=9.975320074758546e-01
第5677次迭代：f(x_i)=1.520089320269527e-06, x_1=9.987690383715433e-01,x_2=9.975326473789311e-01
第5678次迭代：f(x_i)=1.517556034090093e-06, x_1=9.987682571901798e-01,x_2=9.975361192826913e-01
第5679次迭代：f(x_i)=1.515027051378862e-06, x_1=9.987710910360602e-01,x_2=9.975367570101844e-01
第5680次迭代：f(x_i)=1.512503337808273e-06, x_1=9.987703097817709e-01,x_2=9.975402204062023e-01
第5681次迭代：f(x_i)=1.509983522403830e-06, x_1=9.987731374411202e-01,x_2=9.975408578026588e-01
第5682次迭代：f(x_i)=1.507467506805661e-06, x_1=9.987723580676623e-01,x_2=9.975443185280609e-01
第5683次迭代：f(x_i)=1.504954963874256e-06, x_1=9.987751832791794e-01,x_2=9.975449537290261e-01
第5684次迭代：f(x_i)=1.502448481151563e-06, x_1=9.987744037797076e-01,x_2=9.975484060017502e-01
第5685次迭代：f(x_i)=1.499945018998688e-06, x_1=9.987772228780010e-01,x_2=9.975490408464763e-01
第5686次迭代：f(x_i)=1.497446208526190e-06, x_1=9.987764460592790e-01,x_2=9.975524866711426e-01
第5687次迭代：f(x_i)=1.494951779937120e-06, x_1=9.987792590850350e-01,x_2=9.975531211449956e-01
第5688次迭代：f(x_i)=1.492460630574401e-06, x_1=9.987784840555589e-01,x_2=9.975565643535423e-01
第5689次迭代：f(x_i)=1.489973360952052e-06, x_1=9.987812947274635e-01,x_2=9.975571966020605e-01
第5690次迭代：f(x_i)=1.487491691183166e-06, x_1=9.987805194906586e-01,x_2=9.975606314411831e-01
第5691次迭代：f(x_i)=1.485013370239114e-06, x_1=9.987833241620582e-01,x_2=9.975612632942060e-01
第5692次迭代：f(x_i)=1.482539336825990e-06, x_1=9.987825515108251e-01,x_2=9.975646917584381e-01
第5693次迭代：f(x_i)=1.480069918273391e-06, x_1=9.987853502216806e-01,x_2=9.975653232016658e-01
第5694次迭代：f(x_i)=1.477603509090662e-06, x_1=9.987845792697149e-01,x_2=9.975687491034260e-01
第5695次迭代：f(x_i)=1.475141137895296e-06, x_1=9.987873757192663e-01,x_2=9.975693782921061e-01
第5696次迭代：f(x_i)=1.472684154010493e-06, x_1=9.987866044802883e-01,x_2=9.975727959066658e-01
第5697次迭代：f(x_i)=1.470230601912791e-06, x_1=9.987893950400895e-01,x_2=9.975734246614907e-01
第5698次迭代：f(x_i)=1.467781217684417e-06, x_1=9.987886262933707e-01,x_2=9.975768359732652e-01
第5699次迭代：f(x_i)=1.465336439296804e-06, x_1=9.987914110026771e-01,x_2=9.975774642802591e-01
第5700次迭代：f(x_i)=1.462894642434434e-06, x_1=9.987906438668039e-01,x_2=9.975808730823864e-01
第5701次迭代：f(x_i)=1.460456801630971e-06, x_1=9.987934264059671e-01,x_2=9.975814991062280e-01
第5702次迭代：f(x_i)=1.458024374828288e-06, x_1=9.987926589049775e-01,x_2=9.975848997023753e-01
第5703次迭代：f(x_i)=1.455595225983089e-06, x_1=9.987954356632373e-01,x_2=9.975855252548701e-01
第5704次迭代：f(x_i)=1.453170361392134e-06, x_1=9.987946705630045e-01,x_2=9.975889196193038e-01
第5705次迭代：f(x_i)=1.450749859989659e-06, x_1=9.987974415789302e-01,x_2=9.975895446867911e-01
第5706次迭代：f(x_i)=1.448332545946249e-06, x_1=9.987966780026288e-01,x_2=9.975929365936043e-01
第5707次迭代：f(x_i)=1.445918874132320e-06, x_1=9.987994469382313e-01,x_2=9.975935593499196e-01
第5708次迭代：f(x_i)=1.443510874036004e-06, x_1=9.987986829202384e-01,x_2=9.975969431309963e-01
第5709次迭代：f(x_i)=1.441105769407369e-06, x_1=9.988014461819310e-01,x_2=9.975975653793154e-01
第5710次迭代：f(x_i)=1.438705293389378e-06, x_1=9.988006844749490e-01,x_2=9.976009429987440e-01
第5711次迭代：f(x_i)=1.436308712275858e-06, x_1=9.988034421006339e-01,x_2=9.976015647257114e-01
第5712次迭代：f(x_i)=1.433915750036944e-06, x_1=9.988026826725002e-01,x_2=9.976049362079404e-01
第5713次迭代：f(x_i)=1.431527649071835e-06, x_1=9.988054346998395e-01,x_2=9.976055574003112e-01
第5714次迭代：f(x_i)=1.429142187052533e-06, x_1=9.988046766807352e-01,x_2=9.976089264937282e-01
第5715次迭代：f(x_i)=1.426760773967922e-06, x_1=9.988074267458851e-01,x_2=9.976095453382471e-01
第5716次迭代：f(x_i)=1.424384554081172e-06, x_1=9.988066681835810e-01,x_2=9.976129064122922e-01
第5717次迭代：f(x_i)=1.422011542853109e-06, x_1=9.988094127172671e-01,x_2=9.976135246999219e-01
第5718次迭代：f(x_i)=1.419642797707750e-06, x_1=9.988086563463864e-01,x_2=9.976168797055027e-01
第5719次迭代：f(x_i)=1.417278145780128e-06, x_1=9.988113953856284e-01,x_2=9.976174974232919e-01
第5720次迭代：f(x_i)=1.414916864222325e-06, x_1=9.988106403402499e-01,x_2=9.976208500902911e-01
第5721次迭代：f(x_i)=1.412558795786964e-06, x_1=9.988133730278189e-01,x_2=9.976214644271977e-01
第5722次迭代：f(x_i)=1.410202836904916e-06, x_1=9.988126222776679e-01,x_2=9.976248187158383e-01
第5723次迭代：f(x_i)=1.407850564725083e-06, x_1=9.988153546567163e-01,x_2=9.976254299026777e-01
第5724次迭代：f(x_i)=1.405504550326078e-06, x_1=9.988146030939261e-01,x_2=9.976287709042849e-01
第5725次迭代：f(x_i)=1.403162656076736e-06, x_1=9.988173301801090e-01,x_2=9.976293846743688e-01
第5726次迭代：f(x_i)=1.400825792378589e-06, x_1=9.988165779507393e-01,x_2=9.976327177873048e-01
第5727次迭代：f(x_i)=1.398492098720106e-06, x_1=9.988192996793285e-01,x_2=9.976333309412767e-01
第5728次迭代：f(x_i)=1.396162646695295e-06, x_1=9.988185494958576e-01,x_2=9.976366580999461e-01
第5729次迭代：f(x_i)=1.393837112404709e-06, x_1=9.988212659028123e-01,x_2=9.976372706253382e-01
第5730次迭代：f(x_i)=1.391515060941481e-06, x_1=9.988205177349248e-01,x_2=9.976405918531398e-01
第5731次迭代：f(x_i)=1.389197645072708e-06, x_1=9.988232288559830e-01,x_2=9.976412037375858e-01
第5732次迭代：f(x_i)=1.386882980909933e-06, x_1=9.988224818478596e-01,x_2=9.976445227264832e-01
第5733次迭代：f(x_i)=1.384571945001161e-06, x_1=9.988251912642219e-01,x_2=9.976451321841651e-01
第5734次迭代：f(x_i)=1.382266356495917e-06, x_1=9.988244434938645e-01,x_2=9.976484433869929e-01
第5735次迭代：f(x_i)=1.379963364856235e-06, x_1=9.988271476879531e-01,x_2=9.976490521828988e-01
第5736次迭代：f(x_i)=1.377665136173217e-06, x_1=9.988264018506531e-01,x_2=9.976523575207672e-01
第5737次迭代：f(x_i)=1.375370148595435e-06, x_1=9.988291008576162e-01,x_2=9.976529656427980e-01
第5738次迭代：f(x_i)=1.373079268316113e-06, x_1=9.988283569238277e-01,x_2=9.976562651386659e-01
第5739次迭代：f(x_i)=1.370792244858982e-06, x_1=9.988310507786001e-01,x_2=9.976568725748202e-01
第5740次迭代：f(x_i)=1.368508701475636e-06, x_1=9.988303087189796e-01,x_2=9.976601662515311e-01
第5741次迭代：f(x_i)=1.366229602460590e-06, x_1=9.988329974562848e-01,x_2=9.976607729899037e-01
第5742次迭代：f(x_i)=1.363953383132659e-06, x_1=9.988322564225794e-01,x_2=9.976640645085064e-01
第5743次迭代：f(x_i)=1.361680499115037e-06, x_1=9.988349391990807e-01,x_2=9.976646677900473e-01
第5744次迭代：f(x_i)=1.359409540564881e-06, x_1=9.988342021076075e-01,x_2=9.976679610384223e-01
第5745次迭代：f(x_i)=1.357142111794532e-06, x_1=9.988368848554340e-01,x_2=9.976685610903422e-01
第5746次迭代：f(x_i)=1.354880868140115e-06, x_1=9.988361466930287e-01,x_2=9.976718414301512e-01
第5747次迭代：f(x_i)=1.352623313165684e-06, x_1=9.988388245173941e-01,x_2=9.976724438819548e-01
第5748次迭代：f(x_i)=1.350371017165986e-06, x_1=9.988380854287920e-01,x_2=9.976757166126663e-01
第5749次迭代：f(x_i)=1.348121238244996e-06, x_1=9.988407582643432e-01,x_2=9.976763183241112e-01
第5750次迭代：f(x_i)=1.345876212605727e-06, x_1=9.988400209143050e-01,x_2=9.976795853441408e-01
第5751次迭代：f(x_i)=1.343634171250541e-06, x_1=9.988426887948096e-01,x_2=9.976801863037542e-01
第5752次迭代：f(x_i)=1.341396404051909e-06, x_1=9.988419531550973e-01,x_2=9.976834476353107e-01
第5753次迭代：f(x_i)=1.339162062022741e-06, x_1=9.988446161141232e-01,x_2=9.976840478317107e-01
第5754次迭代：f(x_i)=1.336931541269256e-06, x_1=9.988438821566880e-01,x_2=9.976873034968944e-01
第5755次迭代：f(x_i)=1.334704860570690e-06, x_1=9.988465402276053e-01,x_2=9.976879029187891e-01
第5756次迭代：f(x_i)=1.332481574193422e-06, x_1=9.988458079245860e-01,x_2=9.976911529395929e-01
第5757次迭代：f(x_i)=1.330262517072377e-06, x_1=9.988484611405688e-01,x_2=9.976917515757792e-01
第5758次迭代：f(x_i)=1.328046452647563e-06, x_1=9.988477296557347e-01,x_2=9.976949995642922e-01
第5759次迭代：f(x_i)=1.325833354000219e-06, x_1=9.988503771835837e-01,x_2=9.976955946928395e-01
第5760次迭代：f(x_i)=1.323622504415898e-06, x_1=9.988496493951537e-01,x_2=9.976988444850929e-01
第5761次迭代：f(x_i)=1.321414624939794e-06, x_1=9.988522970887563e-01,x_2=9.976994363300163e-01
第5762次迭代：f(x_i)=1.319213320597412e-06, x_1=9.988515680517248e-01,x_2=9.977026734809969e-01
第5763次迭代：f(x_i)=1.317014966154547e-06, x_1=9.988542067565949e-01,x_2=9.977032666266201e-01
第5764次迭代：f(x_i)=1.314818864444784e-06, x_1=9.988534813556906e-01,x_2=9.977065055993369e-01
第5765次迭代：f(x_i)=1.312625671724376e-06, x_1=9.988561202736886e-01,x_2=9.977070954483676e-01
第5766次迭代：f(x_i)=1.310439073585503e-06, x_1=9.988553935807256e-01,x_2=9.977103218458075e-01
第5767次迭代：f(x_i)=1.308255320069300e-06, x_1=9.988580235874208e-01,x_2=9.977109129675004e-01
第5768次迭代：f(x_i)=1.306073912390295e-06, x_1=9.988573012712055e-01,x_2=9.977141376317316e-01
第5769次迭代：f(x_i)=1.303896880479634e-06, x_1=9.988599280957206e-01,x_2=9.977147271658034e-01
第5770次迭代：f(x_i)=1.301723326289871e-06, x_1=9.988592057616926e-01,x_2=9.977179470579455e-01
第5771次迭代：f(x_i)=1.299552983564227e-06, x_1=9.988618294317887e-01,x_2=9.977185349958410e-01
第5772次迭代：f(x_i)=1.297387265132334e-06, x_1=9.988611083763881e-01,x_2=9.977217442653818e-01
第5773次迭代：f(x_i)=1.295226221889161e-06, x_1=9.988637275422028e-01,x_2=9.977223343951240e-01
第5774次迭代：f(x_i)=1.293069216719983e-06, x_1=9.988630052706412e-01,x_2=9.977255363740476e-01
第5775次迭代：f(x_i)=1.290915473575066e-06, x_1=9.988656198652847e-01,x_2=9.977261256242869e-01
第5776次迭代：f(x_i)=1.288765572445593e-06, x_1=9.988648989857345e-01,x_2=9.977293221699639e-01
第5777次迭代：f(x_i)=1.286619093872201e-06, x_1=9.988675090405763e-01,x_2=9.977299105303099e-01
第5778次迭代：f(x_i)=1.284476284085927e-06, x_1=9.988667895270662e-01,x_2=9.977331016636402e-01
第5779次迭代：f(x_i)=1.282337034774386e-06, x_1=9.988693950732991e-01,x_2=9.977336891237821e-01
第5780次迭代：f(x_i)=1.280201303581727e-06, x_1=9.988686769000245e-01,x_2=9.977368748655687e-01
第5781次迭代：f(x_i)=1.278069248436676e-06, x_1=9.988712779686663e-01,x_2=9.977374614152745e-01
第5782次迭代：f(x_i)=1.275940583036712e-06, x_1=9.988705611099877e-01,x_2=9.977406417862247e-01
第5783次迭代：f(x_i)=1.273815687175425e-06, x_1=9.988731577318826e-01,x_2=9.977412274153402e-01
第5784次迭代：f(x_i)=1.271694074717469e-06, x_1=9.988724421623244e-01,x_2=9.977444024360659e-01
第5785次迭代：f(x_i)=1.269576303467505e-06, x_1=9.988750343681447e-01,x_2=9.977449871345140e-01
第5786次迭代：f(x_i)=1.267461731052672e-06, x_1=9.988743200623931e-01,x_2=9.977481568255330e-01
第5787次迭代：f(x_i)=1.265351049949556e-06, x_1=9.988769078826412e-01,x_2=9.977487405833130e-01
第5788次迭代：f(x_i)=1.263243504632200e-06, x_1=9.988761948155426e-01,x_2=9.977519049650498e-01
第5789次迭代：f(x_i)=1.261139879417790e-06, x_1=9.988787782805520e-01,x_2=9.977524877722364e-01
第5790次迭代：f(x_i)=1.259039348207054e-06, x_1=9.988780664271119e-01,x_2=9.977556468650227e-01
第5791次迭代：f(x_i)=1.256942744827480e-06, x_1=9.988806455670494e-01,x_2=9.977562287117652e-01
第5792次迭代：f(x_i)=1.254849214688887e-06, x_1=9.988799349024299e-01,x_2=9.977593825358413e-01
第5793次迭代：f(x_i)=1.252759599291498e-06, x_1=9.988825097472970e-01,x_2=9.977599634123629e-01
第5794次迭代：f(x_i)=1.250673057148276e-06, x_1=9.988818002468164e-01,x_2=9.977631119878778e-01
第5795次迭代：f(x_i)=1.248590396081295e-06, x_1=9.988843708264504e-01,x_2=9.977636918844752e-01
第5796次迭代：f(x_i)=1.246510828815921e-06, x_1=9.988836624655808e-01,x_2=9.977668352314877e-01
第5797次迭代：f(x_i)=1.244435088625194e-06, x_1=9.988862288096572e-01,x_2=9.977674141385297e-01
第5798次迭代：f(x_i)=1.242362483080708e-06, x_1=9.988855215640231e-01,x_2=9.977705522770093e-01
第5799次迭代：f(x_i)=1.240293630507892e-06, x_1=9.988880837020565e-01,x_2=9.977711301849364e-01
第5800次迭代：f(x_i)=1.238227973489579e-06, x_1=9.988873775474336e-01,x_2=9.977742631347640e-01
第5801次迭代：f(x_i)=1.236165975470701e-06, x_1=9.988899355087794e-01,x_2=9.977748400340876e-01
第5802次迭代：f(x_i)=1.234107253747145e-06, x_1=9.988892304210929e-01,x_2=9.977779678150562e-01
第5803次迭代：f(x_i)=1.232052077410404e-06, x_1=9.988917842349488e-01,x_2=9.977785436963578e-01
第5804次迭代：f(x_i)=1.230000277714800e-06, x_1=9.988910801902720e-01,x_2=9.977816663281734e-01
第5805次迭代：f(x_i)=1.227951890378706e-06, x_1=9.988936298856796e-01,x_2=9.977822411821039e-01
第5806次迭代：f(x_i)=1.225906999410786e-06, x_1=9.988929268602319e-01,x_2=9.977853586843863e-01
第5807次迭代：f(x_i)=1.223865368582113e-06, x_1=9.988954724660783e-01,x_2=9.977859325016653e-01
第5808次迭代：f(x_i)=1.221827373008467e-06, x_1=9.988947704362248e-01,x_2=9.977890448939484e-01
第5809次迭代：f(x_i)=1.219792466380779e-06, x_1=9.988973119812435e-01,x_2=9.977896176653636e-01
第5810次迭代：f(x_i)=1.217761352837154e-06, x_1=9.988966109234925e-01,x_2=9.977927249670968e-01
第5811次迭代：f(x_i)=1.215733138288813e-06, x_1=9.988991484362657e-01,x_2=9.977932966835028e-01
第5812次迭代：f(x_i)=1.213708893380754e-06, x_1=9.988984483272676e-01,x_2=9.977963989140515e-01
第5813次迭代：f(x_i)=1.211687338972650e-06, x_1=9.989009818362271e-01,x_2=9.977969695663698e-01
第5814次迭代：f(x_i)=1.209669949277101e-06, x_1=9.989002826527733e-01,x_2=9.978000667450158e-01
第5815次迭代：f(x_i)=1.207655023251600e-06, x_1=9.989028121862020e-01,x_2=9.978006363242334e-01
第5816次迭代：f(x_i)=1.205644475318054e-06, x_1=9.989021139052231e-01,x_2=9.978037284701761e-01
第5817次迭代：f(x_i)=1.203636146096877e-06, x_1=9.989046394912565e-01,x_2=9.978042969673454e-01
第5818次迭代：f(x_i)=1.201632425558568e-06, x_1=9.989039433703726e-01,x_2=9.978073784311844e-01
第5819次迭代：f(x_i)=1.199633099710776e-06, x_1=9.989064665247300e-01,x_2=9.978079501610326e-01
第5820次迭代：f(x_i)=1.197639190595500e-06, x_1=9.989057677386911e-01,x_2=9.978110154139660e-01
第5821次迭代：f(x_i)=1.195649605853844e-06, x_1=9.989082836668585e-01,x_2=9.978115906664502e-01
第5822次迭代：f(x_i)=1.193662365658004e-06, x_1=9.989075859563686e-01,x_2=9.978146508631009e-01
第5823次迭代：f(x_i)=1.191679358842303e-06, x_1=9.989100977928068e-01,x_2=9.978152251142139e-01
第5824次迭代：f(x_i)=1.189698774462186e-06, x_1=9.989094011347540e-01,x_2=9.978182802736681e-01
第5825次迭代：f(x_i)=1.187722314531215e-06, x_1=9.989119089075714e-01,x_2=9.978188535144413e-01
第5826次迭代：f(x_i)=1.185748372834379e-06, x_1=9.989112132789854e-01,x_2=9.978219036557016e-01
第5827次迭代：f(x_i)=1.183778428924009e-06, x_1=9.989137170161411e-01,x_2=9.978224758772327e-01
第5828次迭代：f(x_i)=1.181811116750826e-06, x_1=9.989130223941910e-01,x_2=9.978255210192191e-01
第5829次迭代：f(x_i)=1.179847658171441e-06, x_1=9.989155221234964e-01,x_2=9.978260922126712e-01
第5830次迭代：f(x_i)=1.177886962335446e-06, x_1=9.989148284854907e-01,x_2=9.978291323742216e-01
第5831次迭代：f(x_i)=1.175929958571538e-06, x_1=9.989173242346101e-01,x_2=9.978297025308228e-01
第5832次迭代：f(x_i)=1.173975865861384e-06, x_1=9.989166315579945e-01,x_2=9.978327377306939e-01
第5833次迭代：f(x_i)=1.172025286568975e-06, x_1=9.989191233544470e-01,x_2=9.978333068417365e-01
第5834次迭代：f(x_i)=1.170077783749013e-06, x_1=9.989184316168032e-01,x_2=9.978363370986045e-01
第5835次迭代：f(x_i)=1.168133598754387e-06, x_1=9.989209194879640e-01,x_2=9.978369051554442e-01
第5836次迭代：f(x_i)=1.166192672566104e-06, x_1=9.989202286670084e-01,x_2=9.978399304879054e-01
第5837次迭代：f(x_i)=1.164254851863829e-06, x_1=9.989227126401103e-01,x_2=9.978404974819609e-01
第5838次迭代：f(x_i)=1.162320489026944e-06, x_1=9.989220227136926e-01,x_2=9.978435179085323e-01
第5839次迭代：f(x_i)=1.160389002779000e-06, x_1=9.989245028158269e-01,x_2=9.978440838312844e-01
第5840次迭代：f(x_i)=1.158461189992106e-06, x_1=9.989238137619291e-01,x_2=9.978470993704045e-01
第5841次迭代：f(x_i)=1.156536008525755e-06, x_1=9.989262900200471e-01,x_2=9.978476642133957e-01
第5842次迭代：f(x_i)=1.154614732026762e-06, x_1=9.989256025859095e-01,x_2=9.978506715187364e-01
第5843次迭代：f(x_i)=1.152697216898998e-06, x_1=9.989280744015315e-01,x_2=9.978512375237252e-01
第5844次迭代：f(x_i)=1.150783045595175e-06, x_1=9.989273868944337e-01,x_2=9.978542385494387e-01
第5845次迭代：f(x_i)=1.148872061600121e-06, x_1=9.989298542286597e-01,x_2=9.978548038017865e-01
第5846次迭代：f(x_i)=1.146964101946557e-06, x_1=9.989291682222288e-01,x_2=9.978577996594967e-01
第5847次迭代：f(x_i)=1.145059618057896e-06, x_1=9.989316311038620e-01,x_2=9.978583641497936e-01
第5848次迭代：f(x_i)=1.143157858222952e-06, x_1=9.989309460887300e-01,x_2=9.978613569803618e-01
第5849次迭代：f(x_i)=1.141258973957983e-06, x_1=9.989334039742357e-01,x_2=9.978619190576686e-01
第5850次迭代：f(x_i)=1.139362319031882e-06, x_1=9.989327222242563e-01,x_2=9.978649088111763e-01
第5851次迭代：f(x_i)=1.137469589654363e-06, x_1=9.989351764031202e-01,x_2=9.978654697649885e-01
第5852次迭代：f(x_i)=1.135579408562960e-06, x_1=9.989344953915982e-01,x_2=9.978684547423757e-01
第5853次迭代：f(x_i)=1.133692805404428e-06, x_1=9.989369458899144e-01,x_2=9.978690145646143e-01
第5854次迭代：f(x_i)=1.131809084686860e-06, x_1=9.989362655957644e-01,x_2=9.978719947837663e-01
第5855次迭代：f(x_i)=1.129928579232409e-06, x_1=9.989387124394967e-01,x_2=9.978725534664092e-01
第5856次迭代：f(x_i)=1.128051305415356e-06, x_1=9.989380328417556e-01,x_2=9.978755289451379e-01
第5857次迭代：f(x_i)=1.126176869303733e-06, x_1=9.989404760567380e-01,x_2=9.978760864802195e-01
第5858次迭代：f(x_i)=1.124306028902523e-06, x_1=9.989397971345629e-01,x_2=9.978790572362641e-01
第5859次迭代：f(x_i)=1.122437633923681e-06, x_1=9.989422367465012e-01,x_2=9.978796136158750e-01
第5860次迭代：f(x_i)=1.120573212117419e-06, x_1=9.989415592371920e-01,x_2=9.978825763520801e-01
第5861次迭代：f(x_i)=1.118712181328627e-06, x_1=9.989439946554305e-01,x_2=9.978831337851806e-01
第5862次迭代：f(x_i)=1.116854729481373e-06, x_1=9.989433168922209e-01,x_2=9.978860904262364e-01
第5863次迭代：f(x_i)=1.114999961440949e-06, x_1=9.989457480774081e-01,x_2=9.978866470271681e-01
第5864次迭代：f(x_i)=1.113148611911341e-06, x_1=9.989450716115855e-01,x_2=9.978895986676547e-01
第5865次迭代：f(x_i)=1.111300077182637e-06, x_1=9.989474985911382e-01,x_2=9.978901544276264e-01
